Año,Clave cuenca,Clave Región,Región hidrológica,Descripcion,RHA,Clave RHA,Nombre de cuenca,ExtraccionSuperficial,Area,DisponibilidadMediaAnua,EscurrimientoNatural
2013,3701,18,El Salado,Sierra Madre Oriental,Cuencas Centrales del Norte,VII,Sierra Madre Oriental,0,9753.7,66.2,264.8
2013,3702,18,El Salado,Matehuala,Cuencas Centrales del Norte,VII,Matehuala,2.4697,11079.8,73.5317,296.48
2013,3703,18,El Salado,Sierra Rodríguez,Cuencas Centrales del Norte,VII,Sierra de Rodríguez,0.096008,7774.6,60.3079,240.84
2013,3704,18,El Salado,Camacho-Gruñidora,Cuencas Centrales del Norte,VII,Camacho-Gruñidora,1.6668,9422.8,60.8214,244.89
2013,3705,18,El Salado,Fresnillo-Yesca,Cuencas Centrales del Norte,VII,Fresnillo - Yescas,12.15,14648.1,154.83,605.01
2013,3706,18,El Salado,Presa San Pablo y Otras,Cuencas Centrales del Norte,VII,Presa San Pablo y otras,10.1,12910.9,102.93,419
2013,3707,18,El Salado,Presa San José-Los Pilares y Otras,Cuencas Centrales del Norte,VII,Presa San José - Los Pilares y otras,7.3,11208.9,102.932,418.49
2013,3708,18,El Salado,Sierra Madre,Cuencas Centrales del Norte,VII,Sierra Madre,0.79069,11516.6,96.4648,386.65
2013,401,3,B.C. Noreste,"Desde el nacimiento del arroyo Grande hasta su descarga en la Laguna Salada, en la porción central de la cuenca.",Península de Baja California,I,Cerrada Laguna Salada,0.011323,6236.6,51.6069,57.3536
2013,402,3,B.C. Noreste,Desde el nacimiento del arroyo El Borrego hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,El Borrego,0,3070.7,15.6769,17.4187
2013,403,3,B.C. Noreste,Desde el nacimiento del arroyo Taraizo hasta su descarga en la porción central de la cuenca.,Península de Baja California,I,Cerrada Santa Clara,0.0111058,1466.7,14.5606,16.1908
2013,404,3,B.C. Noreste,Desde el nacimiento del arroyo San Felipe hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Bahía San Felipe,0,698.7,3.01565,3.35072
2013,405,3,B.C. Noreste,Desde el nacimiento del arroyo Huatamote hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Huatamote,0.0311535,1858.9,8.12219,9.05927
2013,406,3,B.C. Noreste,Desde el nacimiento del arroyo Matomi hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Fermín,9.1e-4,1227.6,4.64693,5.16427
2013,407,3,B.C. Noreste,Desde el nacimiento del arroyo Zamora hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Agua Dulce,0,1414.7,6.7474,7.49711
2013,408,3,B.C. Noreste,Desde el nacimiento del arroyo Agua Grande hasta su cruce hacia los Estados Unidos de Norteamérica.,Península de Baja California,I,Agua Grande,0.22577,760.8,5.01841,5.82687
2013,501,2,B.C. Centro-Este,Desde el nacimiento del arroyo Las Arrastras hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,La Palma,5e-4,1123.7,4.32831,4.81
2013,502,2,B.C. Centro-Este,Desde el nacimiento del arroyo Calamajue hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Calamajue,0,1047.6,4.52184,5.024
2013,503,2,B.C. Centro-Este,Desde el nacimiento del arroyo Asamblea hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Asamblea,0.003,1383.9,4.50633,5.01
2013,504,2,B.C. Centro-Este,Desde el nacimiento del arroyo Tepetate hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Tepetate,0.037,1226.9,4.0888,4.584
2013,505,2,B.C. Centro-Este,Desde el nacimiento del arroyo San Pedro hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Pedro,0,1219.9,4.56194,5.069
2013,506,2,B.C. Centro-Este,Desde el nacimiento del arroyo Alambrado hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,El Alambrado,0,920.4,3.88754,4.319
2013,507,2,B.C. Centro-Este,Desde el nacimiento del arroyo El Infiernito hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,El Infiernito,0,1033.3,5.46646,6.074
2013,508,2,B.C. Centro-Este,Desde el nacimiento del arroyo Mulegé hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Mulegé,0.081,756.9,8.05727,9.043
2013,509,2,B.C. Centro-Este,Desde el nacimiento del arroyo San José hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Marcos-Palo Verde,0.765,1004.8,17.6765,20.49
2013,510,2,B.C. Centro-Este,Desde el nacimiento del arroyo El Norte hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Bruno,0,125.1,1.00573,1.117
2013,511,2,B.C. Centro-Este,Desde el nacimiento del arroyo El Pedregoso hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Lucas,0,170.4,1.10238,1.225
2013,512,2,B.C. Centro-Este,Desde el nacimiento del arroyo Santa Agueda hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Santa Agueda,0.641,438.6,3.42129,4.513
2013,513,2,B.C. Centro-Este,Desde el nacimiento del arroyo San Javier hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Santa Rosalía,0.49,152.7,0.521272,1.123
2013,514,2,B.C. Centro-Este,Desde el nacimiento del arroyo San Carlos hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Las Vírgenes,0.029,1471.9,15.7262,17.506
2013,515,2,B.C. Centro-Este,Desde el nacimiento del arroyo San Gregorio hasta su desembocadura al Mar de Cortés.,Península de Baja California,I,Paralelo 28,0.012,880.2,9.9035,11.017
2013,601,4,B.C. Sureste,Desde el nacimiento del arroyo Salto de Villa hasta su desembocadura en el Océano Pacífico.,Península de Baja California,I,San Lucas,1.99066,275.1,2.44352,4.92686
2013,602,4,B.C. Sureste,Desde el nacimiento del arroyo San José hasta su desembocadura en el Océano Pacífico.,Península de Baja California,I,San José del Cabo,3.91296,1649.1,38.4524,47.0727
2013,603,4,B.C. Sureste,Desde el nacimiento del arroyo Las Ardillas hasta su desembocadura en el Océano Pacífico.,Península de Baja California,I,Cabo Pulmo,0.016473,538.4,7.16807,7.98283
2013,604,4,B.C. Sureste,Desde el nacimiento del arroyo San Jorge hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Santiago,1.83614,1109.2,19.5273,23.7371
2013,605,4,B.C. Sureste,Desde el nacimiento del arroyo San Bartolo hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Bartolo,0.635607,677.7,8.44891,10.0939
2013,606,4,B.C. Sureste,Desde el nacimiento del arroyo Los Encinos hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Los Planes,0.221262,1083.4,15.0372,16.9538
2013,607,4,B.C. Sureste,Desde el nacimiento del arroyo El Novillo hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,La Paz,6.8335,1488.4,16.4726,25.8956
2013,608,4,B.C. Sureste,Desde el nacimiento del arroyo Casas Viejas hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,El Coyote,0.21424,280.5,2.89707,3.45701
2013,609,4,B.C. Sureste,Desde el nacimiento del arroyo El Camarón hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Alfredo B. Bonfil,0.053515,1238.9,13.9261,15.5329
2013,610,4,B.C. Sureste,Desde el nacimiento del arroyo San Carlos hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Tepentú,0.007825,551.1,8.03565,8.9372
2013,611,4,B.C. Sureste,Desde el nacimiento del arroyo Las Parras hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Loreto,0.0853,580.7,8.83014,9.90605
2013,612,4,B.C. Sureste,Desde el nacimiento del arroyo La Huertita hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,San Juan B. Londó,0.0035,685.1,7.59518,8.44298
2013,613,4,B.C. Sureste,Desde el nacimiento del arroyo Rosarito hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Rosarito,0.004,547,5.24181,5.82868
2013,614,4,B.C. Sureste,Desde el nacimiento del arroyo Cadege hasta su desembocadura en el Mar de Cortés.,Península de Baja California,I,Bahía Concepción,0.04841,1150.8,9.61173,10.7335
2013,701,28,Río Colorado,Desde los límites internacionales de México y Estados Unidos hasta su desembocadura al Mar de Cortés.,Península de Baja California,I,Río Colorado,1729.11,6193.3,131.277,11.276
2013,702,28,Río Colorado,Desde su entrada a territorio mexicano hasta su ingreso a los Estados Unidos de América,Península de Baja California,I,Río Santa Cruz,0.07,904.9,18.488,20.62
2013,703,28,Río Colorado,Desde su nacimiento hasta su ingreso a los Estados Unidos de América,Península de Baja California,I,Río San Pedro,0.19,1794.5,39.194,43.76
2013,704,28,Río Colorado,Desde su nacimiento hasta su ingreso a los Estados Unidos de América,Península de Baja California,I,Arroyo Los Nogales,0,105,2.196,2.44
2013,801,32,Sonora Norte,Desde su nacimiento hasta la EH Sonoyta II,Noroeste,II,Río Sonoyta 1,0.02,3185.6,-0.00110918,12.68
2013,802,32,Sonora Norte,Desde la EH Sonoyta II hasta su desembocadura al Mar de Cortés,Noroeste,II,Río Sonoyta 2,0.55,2743.4,0,7
2013,803,32,Sonora Norte,Desde su origen hasta la EH Imuris,Noroeste,II,Arroyo Cocóspera,3.21,2825.9,-0.00115281,42.04
2013,804,32,Sonora Norte,Desde la EH Imuris hasta la EH Pitiquito,Noroeste,II,Río Magdalena,21.41,13461.5,-0.00250306,45.48
2013,805,32,Sonora Norte,Desde la EH Pitiquito hasta su desembocadura en el Mar de Cortés,Noroeste,II,Río Concepción,27.68,14566,0,24.95
2013,901,33,Sonora Sur,Desde su nacimiento hasta la EH El Orégano II,Noroeste,II,Río Sonora 1,51.9698,11491,0,130.586
2013,902,33,Sonora Sur,Desde su nacimiento hasta la EH EL Cajón,Noroeste,II,Río San Miguel,4.08834,3798.8,0,34.9321
2013,903,33,Sonora Sur,Desde las EH El Orégano II y El Cajón Hasta la presa Abelardo Rodríguez Luján,Noroeste,II,Río Sonora 2,66.0755,5907.3,0,76.1458
2013,904,33,Sonora Sur,Desde la presa Abelardo Rodríguez Luján hasta su desembocadura en el Mar de Cortés,Noroeste,II,Río Sonora 3,160.01,17576.8,0,170.276
2013,905,33,Sonora Sur,Desde su nacimiento hasta la presa Ignacio R Alatorre (Punta de Agua),Noroeste,II,Río Mátape 1,0.1998,7647.4,19.4536,37.4837
2013,906,33,Sonora Sur,Desde la presa Ignacio R Alatorre (Punta de Agua) hasta su desembocadura en el Mar de Cortés,Noroeste,II,Río Mátape 2,20.131,1040.2,50.8541,51.5488
2013,907,33,Sonora Sur,Desde su nacimiento hasta la presa Lázaro Cárdenas (La Angostura),Noroeste,II,Río Bavispe,467.785,3100.4,0.00356655,548.297
2013,908,33,Sonora Sur,Desde la presa Lázaro Cárdenas (La Angostura) hasta la presa Plutarco E Calles (El Novillo),Noroeste,II,Río Yaqui 1,2674.94,5930,0.0421528,2203
2013,909,33,Sonora Sur,Desde la presa Plutarco E Calles (El Novillo) hasta la presa Alvaro Obregón (El Oviachic),Noroeste,II,Río Yaqui 2,1103.3,14441.3,0.0687088,379.431
2013,910,33,Sonora Sur,Desde la presa Alvaro Obregón (El Oviachic) hasta su desembocadura en el Mar de Cortés,Noroeste,II,Río Yaqui 3,2566.4,40926.2,0.0702701,48.3962
2013,911,33,Sonora Sur,Desde su nacimiento hasta la EH Cocoraque,Noroeste,II,Arroyo Cocoraque 1,4.70753,2246,11.7558,16.7074
2013,912,33,Sonora Sur,Desde la EH Cocoraque hasta su desembocadura en el Mar de Cortés,Noroeste,II,Arroyo Cocoraque 2,0.561556,4536,27.0513,15.613
2013,913,33,Sonora Sur,Desde su nacimiento hasta la EH San Bernardo,Noroeste,II,Río Mayo 1,0.424131,11894.1,94.591,979.775
2013,914,33,Sonora Sur,Desde su nacimiento hasta la EH Tezocoma,Noroeste,II,Arroyo Quiriego,0.228631,6267.7,2.37033,24.7699
2013,915,33,Sonora Sur,Desde las EH San Bernardo y Tezocoma hasta la presa Adolfo Ruiz Cortines (El Mucuzari),Noroeste,II,Río Mayo 2,583.688,1194,168.401,156.012
2013,916,33,Sonora Sur,Desde la presa Adolfo Ruiz Cortinez (El Mucuzari) hasta su desembocadura en el Mar de Cortés,Noroeste,II,Río Mayo 3,878.405,1187.3,177.927,61.3096
2014,1001,31,Sinaloa,Desde su nacimiento hasta la presa Luis Donaldo Colosio (Huites),Pacífico Norte,III,Río Fuerte 1,3723.45,26020,129.24,4036.18
2014,1002,31,Sinaloa,Desde su nacimiento hasta la EH Choix,Pacífico Norte,III,Río Choix,0.762382,1403,9.41,279.183
2014,1003,31,Sinaloa,Desde su nacimiento hasta la EH Cazanate,Pacífico Norte,III,Arroyo Alamos,1.85453,1813,3.11,93.9291
2014,1004,31,Sinaloa,Desde la presa Luis Donaldo Colosio y las EH Choix y Cazanate hasta su desembocadura al Golfo de California,Pacífico Norte,III,Río Fuerte 2,7424.39,5326,267.92,615.147
2014,1005,31,Sinaloa,Desde su nacimiento hasta la presa Adolfo López Mateos,Pacífico Norte,III,Río Humaya,1887.27,10770,114.15,1975.55
2014,1006,31,Sinaloa,Desde su nacimiento hasta la presa Sanalona,Pacífico Norte,III,Río Tamazula,528.95,3307,55.0699,770.81
2014,1007,31,Sinaloa,Desde las presas Adolfo López Mateos y Sanalona hasta su desembocadura al Oceáno Pacífico,Pacífico Norte,III,Río Culiacán,2623.16,2174,217.369,375.24
2014,1008,31,Sinaloa,Desde su nacimiento hasta la presa Gustavo Díaz Ordaz,Pacífico Norte,III,Río Sinaloa 1,1058.13,7443.4,340.83,1377.31
2014,1009,31,Sinaloa,Desde su nacimiento hasta la presa Guillermo Blake,Pacífico Norte,III,Arroyo Ocoroni,0.106252,1429.5,38.26,158.791
2014,101,6,B.C. Noroeste,Desde el nacimiento del río Tijuana hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Tijuana,209.382,3218.9,6.18132,77.8296
2014,1010,31,Sinaloa,Desde su nacimiento hasta la EH Zopilote,Pacífico Norte,III,Arroyo Cabrera,0.130479,633.9,21.37,80.7404
2014,1011,31,Sinaloa,Desde las presas Gustavo Díaz Ordaz y Guillermo Blake y la EH Zopilote hasta su desembocadura al Golfo de California,Pacífico Norte,III,Río Sinaloa 2,1465.21,3395.6,528.4,482.708
2014,1012,31,Sinaloa,Desde su nacimiento hasta la EH Acatitán,Pacífico Norte,III,Río Habitas,0.727244,1839.22,50.5983,376.487
2014,1013,31,Sinaloa,Desde la EH Acatitán hasta su desembocadura al Océano Pacífico,Pacífico Norte,III,Río Elota,611.15,519.26,109.838,86.0904
2014,1014,31,Sinaloa,Desde el nacimiento del Río Piaxtla hasta donde se localiza la estación hidrométrica Piaxtla.,Pacífico Norte,III,Río Piaxtla 1,6.14538,4842.69,981.7,991.814
2014,1015,31,Sinaloa,"Desde la estación hidrométrica Piaxtla, hasta su desembocadura en el Golfo de California.",Pacífico Norte,III,Río Piaxtla 2,9.67681,2604.37,1393.25,414.404
2014,1016,31,Sinaloa,Desde el nacimiento del Río Mocorito hasta la presa Eustaquio Buelna.,Pacífico Norte,III,Río Mocorito 1,2.89381,1620.3,0,151.293
2014,1017,31,Sinaloa,Desde la presa Eustaquio Buelna hasta su desembocadura en el Océano Pacífico.,Pacífico Norte,III,Río Mocorito 2,493.395,858.5,0,76.2187
2014,1018,31,Sinaloa,Desde su nacimiento hasta la EH Santa Cruz,Pacífico Norte,III,Río San Lorenzo 1,738.401,8220.84,258.757,1414.5
2014,1019,31,Sinaloa,Desde la EH Santa Cruz hasta su desembocadura al Océano Pacífico,Pacífico Norte,III,Río San Lorenzo 2,924.246,1549.17,308.45,250.868
2014,102,6,B.C. Noroeste,Desde el nacimiento del arroyo El Bajío hasta su desembocadura al Océanos Pacífico.,Península de Baja California,I,Descanso-Los Médanos,1.789,660.3,8.36122,11.278
2014,1020,31,Sinaloa,Desde el nacimiento del Río Quelite hasta la EH El Quelite,Pacífico Norte,III,Río Quelite 1,0.330898,829.9,102.255,103.166
2014,1021,31,Sinaloa,Desde la EH El Quelite hasta su desembocadura al Océano Pacífico,Pacífico Norte,III,Río Quelite 2,0.855093,364.6,150.917,48.9374
2014,1022,31,Sinaloa,Desde su nacimiento hasta la EH Pericos,Pacífico Norte,III,Río Pericos 1,0.24,506.9,48.4009,48.65
2014,1023,31,Sinaloa,Desde la EH Pericos hasta su desembocadura al Océano Pacífico,Pacífico Norte,III,Río Pericos 2,0.03,897,159.16,110.78
2014,103,6,B.C. Noroeste,Desde el nacimiento del arroyo Agua Caliente hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Guadalupe,36.2856,2380.5,3.71268,44.4425
2014,104,6,B.C. Noroeste,Desde el nacimiento del arroyo El Gallo hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Ensenada-El Gallo,2.98021,787.8,9.75551,14.7375
2014,105,6,B.C. Noroeste,Desde el nacimiento del arroyo Maneadero hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,San Carlos,0.784754,854.2,12.1666,14.3904
2014,106,6,B.C. Noroeste,Desde el nacimiento del arroyo La Hervidora hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Maneadero-Las Ánimas,0.7627,906.8,16.2939,18.9517
2014,107,6,B.C. Noroeste,Desde el nacimiento del arroyo Santo Tomás hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Santo Tomás,0.339241,812.4,13.4704,15.3441
2014,108,6,B.C. Noroeste,Desde el nacimiento del arroyo San Isidro hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,San Vicente,1.47427,2152.2,25.3824,29.8407
2014,109,6,B.C. Noroeste,Desde el nacimiento del arroyo Salado hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Los Cochis-El Salado,1.12736,1920.3,20.5577,24.0945
2014,110,6,B.C. Noroeste,Desde el nacimiento del arroyo San Rafael hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,San Rafael,0.364469,1401.4,11.6699,13.3716
2014,1101,26,Presidio-San Pedro,Desde su nacimiento hasta la EH La Ballona,Pacífico Norte,III,Río Cañas 1,3.10192,435.504,120.415,124.56
2014,1102,26,Presidio-San Pedro,Desde la EH La Ballona hasta su desembocadura al Océano Pacífico,Pacífico Norte,III,Río Cañas 2,1.3691,190.62,158.104,38.0152
2014,1103,26,Presidio-San Pedro,Desde el nacimiento del río Acaponeta hasta donde se localiza la EH Acaponeta,Pacífico Norte,III,Río Acaponeta 1,22.8162,5146.95,1329.58,1356.97
2014,1104,26,Presidio-San Pedro,Desde la EH Acaponeta hasta su desembocadura en el Océano Pacífico,Pacífico Norte,III,Río Acaponeta 2,4.84342,252.73,1405.67,76.3559
2014,1105,26,Presidio-San Pedro,Desde el nacimiento del río Presidio hasta donde se localiza la EH Siqueros,Pacífico Norte,III,Río Presidio 1,4.27068,5248.99,920.11,1010.8
2014,1106,26,Presidio-San Pedro,Desde la EH Siqueros hasta su desembocadura en el Océano Pacífico,Pacífico Norte,III,Río Presidio 2,92.6726,488.61,986.728,72.8749
2014,1107,26,Presidio-San Pedro,Desde el nacimiento del Río El Rosario hasta donde se localiza la estación hidrométrica Baluarte II.,Pacífico Norte,III,Río Baluarte 1,2.05075,4689.09,1652.05,1686.28
2014,1108,26,Presidio-San Pedro,Desde la estación hidrométrica Baluarte II hasta su desembocadura en el Océano Pacífico.,Pacífico Norte,III,Río Baluarte 2,34.9266,412.58,1793.3,143.999
2014,1109,26,Presidio-San Pedro,desde el nacimiento de la corriente principal hasta donde se localiza la Laguna de Santiaguillo.,Pacífico Norte,III,Laguna de Santiaguillo,18.1728,2361.99,3.1931,105.209
2014,111,6,B.C. Noroeste,Desde el nacimiento del arroyo San Telmo hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,San Telmo,4.30257,1334.3,4.3865,9.65452
2014,1110,26,Presidio-San Pedro,Desde el nacimiento de la corriente principal hasta el punto más bajo de la cuenca.,Pacífico Norte,III,La Tapona,2.82231,2593.74,132.885,135.708
2014,1111,26,Presidio-San Pedro,Desde el nacimiento del Río La Sauceda hasta la presa Peña del Aguila.,Pacífico Norte,III,Río La Sauceda,15.9747,2451.92,54.4638,135.566
2014,1112,26,Presidio-San Pedro,Desde el nacimiento del Río El Tunal hasta la presa Guadalupe Victoria.,Pacífico Norte,III,Río El Tunal,0.927754,1799.59,85.2401,138.796
2014,1113,26,Presidio-San Pedro,Desde el nacimiento del Río Santiago Bayacora hasta su confluencia con el Río Durango.,Pacífico Norte,III,Río Santiago Bayacora,23.8344,1091.84,34.6023,85.1164
2014,1114,26,Presidio-San Pedro,"Desde las presas Peña del Aguila, Guadalupe Victoria y confluencia del Río Santiago Bayacora hasta su confluencia con el Río Poanas.",Pacífico Norte,III,Río Durango,97.8124,2171.23,229.626,83.9971
2014,1115,26,Presidio-San Pedro,Desde el nacimiento del Río Poanas hasta la presa Francisco Villa.,Pacífico Norte,III,Río Poanas,36.1492,1399.85,16.8387,61.8556
2014,1116,26,Presidio-San Pedro,Desde el nacimiento del Río Suchil hasta la EH Vicente Guerrero.,Pacífico Norte,III,Río Suchil,16.6247,1732.51,18.174,36.4786
2014,1117,26,Presidio-San Pedro,Desde el nacimiento del Río Graseros hasta su confluencia con el Río Suchil.,Pacífico Norte,III,Río Graseros,0.144181,597.36,24.9368,27.3861
2014,1118,26,Presidio-San Pedro,"Desde la confluencia de los ríos Durango y Poanas, Graseros y Suchil, la EH Vicente Guerrero y la presa Francisco Villa, hasta la EH San Pedro.",Pacífico Norte,III,Río San Pedro-Mezquital,17.3143,11521.3,2364.96,2267.23
2014,1119,26,Presidio-San Pedro,Desde la EH San Pedro hasta su desembocadura en el Océano Pacífico,Pacífico Norte,III,Río San Pedro-Desembocadura,222.45,841.53,2613.48,269.68
2014,112,6,B.C. Noroeste,Desde el nacimiento del arroyo Santo Domingo hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,Santo Domingo,3.83046,1226.4,4.45112,9.20176
2014,1120,26,Presidio-San Pedro,Desde su nacimiento hasta la EH Rosa Morada,Pacífico Norte,III,Río Rosa Morada 1,0.37,231.4,76.17,79.22
2014,1121,26,Presidio-San Pedro,Desde la EH Rosa Morada hasta su desembocadura en el Océano Pacífico,Pacífico Norte,III,Río Rosa Morada 2,4.9,197.6,139.45,65.5
2014,1122,26,Presidio-San Pedro,Desde su nacimiento hasta la EH Bejuco,Pacífico Norte,III,Río Bejuco 1,0.79,342.2,145.13,147.4
2014,1123,26,Presidio-San Pedro,Desde la EH Bejuco hasta su desembocadura en el Océano Pacífico,Pacífico Norte,III,Río Bejuco 2,2,138.5,196.22,51.61
2014,113,6,B.C. Noroeste,Desde el nacimiento del arroyo Agua Chiquita hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,San Quintín,0.380004,947.4,6.42553,7.5617
2014,114,6,B.C. Noroeste,Desde el nacimiento del arroyo San Simón hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,San Simón,0.176678,1660.4,9.926,11.2252
2014,115,6,B.C. Noroeste,Desde el nacimiento del arroyo El Socorro hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,El Socorro,0.002103,769.3,5.45032,6.05824
2014,116,6,B.C. Noroeste,Desde el nacimiento del arroyo El Rosario hasta su desembocadura al Océano Pacífico.,Península de Baja California,I,El Rosario,1.12787,2688.7,24.7367,28.7384
2014,1201,20,Lerma-Santiago,Desde su origen hasta la presa José A Alzate,Lerma Santiago Pacífico,VIII,Río Lerma 1,68.04,2076.55,0,209.19
2014,1202,20,Lerma-Santiago,Desde su origen hasta la presa Ignacio Ramírez,Lerma Santiago Pacífico,VIII,Río La Gavia,31.1,524.38,0,102.41
2014,1203,20,Lerma-Santiago,Desde su origen hasta la presa Tepetitlán,Lerma Santiago Pacífico,VIII,Río Jaltepec,32.29,366.14,0,92.71
2014,1204,20,Lerma-Santiago,"Desde las presas Alzate, Ramírez y Tepetitlán hasta  la presa Tepuxtepec",Lerma Santiago Pacífico,VIII,Río Lerma 2,122.82,2597.03,0,393.49
2014,1205,20,Lerma-Santiago,Desde la presa Tepuxtepec hasta la presa Solís,Lerma Santiago Pacífico,VIII,Río Lerma 3,229.42,2982.48,0,467.39
2014,1206,20,Lerma-Santiago,Desde su origen hasta la presa Ignacio Allende,Lerma Santiago Pacífico,VIII,Río La Laja 1,55.12,2453.13,0,275.01
2014,1207,20,Lerma-Santiago,Desde su origen hasta la EH Ameche,Lerma Santiago Pacífico,VIII,Río Querétaro,121.13,6867.54,0,106.24
2014,1208,20,Lerma-Santiago,Desde la presa Ignacio Allende hasta la EH Pericos,Lerma Santiago Pacífico,VIII,Río La Laja 2,138.299,2355.6,0,84.09
2014,1209,20,Lerma-Santiago,Laguna de Yuriria,Lerma Santiago Pacífico,VIII,Laguna  de Yuriria,1.27,2600.1,0,193.1
2014,1210,20,Lerma-Santiago,"Desde la presa Solís, la Laguna de Yuríria y la EH Pericos hasta la EH Salamanca",Lerma Santiago Pacífico,VIII,Río Lerma 4,436.9,1224.82,0,102.62
2014,1211,20,Lerma-Santiago,Desde su origen hasta la EH Las Adjuntas,Lerma Santiago Pacífico,VIII,Río Turbio,187.96,3451.58,0,195.42
2014,1212,20,Lerma-Santiago,Desde su origen hasta la presa Melchor Ocampo,Lerma Santiago Pacífico,VIII,Río Angulo,76.45,2046.71,0,379.57
2014,1213,20,Lerma-Santiago,Desde la presa Melchor Ocampo y las EH Salamanca y las Adjuntas hasta la EH Corrales,Lerma Santiago Pacífico,VIII,Río Lerma 5,676.96,6849.23,0,286.89
2014,1214,20,Lerma-Santiago,Desde la EH Corrales hasta la EH Yurecuaro,Lerma Santiago Pacífico,VIII,Río Lerma 6,295.75,2034.62,0,324.76
2014,1215,20,Lerma-Santiago,Desde su origen hasta la EH La Estanzuela,Lerma Santiago Pacífico,VIII,Río Duero,256.32,2125.36,0,502.77
2014,1216,20,Lerma-Santiago,Desde su origen hasta la EH Zula,Lerma Santiago Pacífico,VIII,Río Zula,80.11,2803.16,0,208.41
2014,1217,20,Lerma-Santiago,"Desde las EH Yurecuaro, Estanzuela y Zula hasta el Lago de Chapala",Lerma Santiago Pacífico,VIII,Río Lerma 7,462.61,6306.15,0,818.37
2014,1218,20,Lerma-Santiago,Cuenca cerrada del Lago de Pátzcuaro,Lerma Santiago Pacífico,VIII,Lago de Pátzcuaro,27.31,917.88,0,79.53
2014,1219,20,Lerma-Santiago,Cuenca cerrada del Lago de Cuitzeo,Lerma Santiago Pacífico,VIII,Lago de Cuitzeo,120.12,3865.73,0,485.26
2014,1220,20,Lerma-Santiago,Desde su nacimiento hasta la EC  San Francisco de los Romo,Lerma Santiago Pacífico,VIII,Río San Pedro,31.76,2669.4,0.243956,60.67
2014,1221,20,Lerma-Santiago,Desde el nacimiento del Río Santiago hasta  la presa Plutarco Elías Calles,Lerma Santiago Pacífico,VIII,Presa Calles,3.85,592.3,0.104487,57.63
2014,1222,20,Lerma-Santiago,"Desde la EC San Francisco de los Romo y la presa Plutarco Elías Calles, hasta la presa El Niágara",Lerma Santiago Pacífico,VIII,Presa El Niágara,53.84,2322.9,0.428254,41.65
2014,1223,20,Lerma-Santiago,Desde el nacimiento del Río de Lagos hasta  la Presa El Cuarenta,Lerma Santiago Pacífico,VIII,Presa El Cuarenta,12.81,2267.4,0.405099,54.67
2014,1224,20,Lerma-Santiago,Desde la presa El Cuarenta hasta  la confluencia del Río de Lagos con el Río Verde,Lerma Santiago Pacífico,VIII,Río de Lagos,46.38,2794.8,1.70629,126.81
2014,1225,20,Lerma-Santiago,Desde la presa El Niágara hasta la presa Ajojucar,Lerma Santiago Pacífico,VIII,Presa Ajojucar,14.79,794.4,0.760964,29.88
