"","Año","Clave cuenca","Clave Región","Región hidrológica","Descripcion","RHA","Clave RHA","Nombre de cuenca","ExtraccionSuperficial","Area","DisponibilidadMediaAnua","EscurrimientoNatural"
"3141",2013,3002,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva-La Concordia; y aporta su caudal a la cuenca 7.","Frontera Sur","XI","Yayahuita","0.955964","961.9","22.5583","480.612"
"3142",2013,3003,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva-La Concordia; y aporta su caudal a la cuenca 7.","Frontera Sur","XI","Zacualpa","3.88343","581.64","12.1088","259.36"
"3143",2013,3004,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia;y aporta su caudal a la cuenca 7.","Frontera Sur","XI","Papizaca","3.73098","236.42","4.20562","91.3766"
"3144",2013,3005,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 8.","Frontera Sur","XI","Presa La Concordia","1.80401","607.43","12.3612","316.014"
"3145",2013,3006,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 13.","Frontera Sur","XI","Selegua","61.9771","811.2","81.1419","241.216"
"3146",2013,3007,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 13.","Frontera Sur","XI","San Miguel","12.2395","1029.75","159.992","360.313"
"3147",2013,3008,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 13.","Frontera Sur","XI","La Concordia","81.889","357.62","19.4212","163.082"
"3148",2013,3009,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 13.","Frontera Sur","XI","Aguacatenco","129.608","2238.11","17.71","480.122"
"3149",2013,301,7,"B.C. Suroeste","Desde el nacimiento del arroyo La Purísima hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","La Purísima","4.458","4033.4","31.4214","39.866"
"3150",2013,3010,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 13.","Frontera Sur","XI","Aguzarca","0.132473","572.58","16.1577","342.867"
"3151",2013,3011,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia;y aporta su caudal a la cuenca 13.","Frontera Sur","XI","San Pedro","12.4697","1047.26","19.0428","414.754"
"3152",2013,3012,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 13.","Frontera Sur","XI","Grande o Salinas","5.83417","734.06","25.6924","547.679"
"3153",2013,3013,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -La Concordia; y aporta su caudal a la cuenca 18.","Frontera Sur","XI","Presa La Angostura","9274.55","3247.32","855.483","1693.46"
"3154",2013,3014,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 18.","Frontera Sur","XI","Hondo","5.24367","487.84","10.6717","103.096"
"3155",2013,3015,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 18.","Frontera Sur","XI","Tuxtla Gutiérrez","4.95455","380.76","7.13659","70.2542"
"3156",2013,3016,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 18.","Frontera Sur","XI","Suchiapa","41.5943","2033.77","40.7214","407.17"
"3157",2013,3017,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 18.","Frontera Sur","XI","Santo Domingo","18.2845","2053.19","55.802","539.567"
"3158",2013,3018,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 23.","Frontera Sur","XI","Presa Chicoasén","11023.1","2605.95","2207.26","639.522"
"3159",2013,3019,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 23.","Frontera Sur","XI","Chicoasén","4.34632","953.87","92.4182","406.78"
"3160",2013,302,7,"B.C. Suroeste","Desde el nacimiento del arroyo San Venancio hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Mezquital Seco","0.159135","1864.1","20.1598","22.5766"
"3161",2013,3020,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 24.","Frontera Sur","XI","Encajonado","0.375286","1703.02","71.747","316.224"
"3162",2013,3021,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 24.","Frontera Sur","XI","Cintalapa","13.6223","1295.68","32.3878","154.518"
"3163",2013,3022,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 24.","Frontera Sur","XI","Soyatenco","4.58163","1037.36","42.1994","189.715"
"3164",2013,3023,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 26.","Frontera Sur","XI","Alto Grijalva","2.89126","301.87","2321.46","94.1183"
"3165",2013,3024,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 26.","Frontera Sur","XI","De La Venta","4.6003","1363.09","209.104","275.594"
"3166",2013,3025,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 26.","Frontera Sur","XI","Chapopote","3.38404","597.61","40.2071","178.031"
"3167",2013,3026,19,"Grijalva-Usumacinta","Pertenece a la cuenca Rio Grijalva Tuxtla Gutiérrez; y aporta su caudal a la cuenca 29.","Frontera Sur","XI","Presa Nezahualcóyotl","13382.2","1928.91","6006.15","1674.39"
"3168",2013,3027,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 29.","Frontera Sur","XI","Tzimbac","1.07814","251.05","104.023","219.15"
"3169",2013,3028,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 29.","Frontera Sur","XI","Zayula","1.3111","430.11","281.356","592.489"
"3170",2013,3029,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa;y aporta su caudal a la cuenca 32.","Frontera Sur","XI","Presa Peñitas","15453.6","575.35","14085.6","740.421"
"3171",2013,303,7,"B.C. Suroeste","Desde el nacimiento del arroyo Santo Domingo hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Santo Domingo","0.35426","5016.3","66.6664","74.467"
"3172",2013,3030,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 32.","Frontera Sur","XI","Paredón","0.787217","387.18","578.43","581.389"
"3173",2013,3031,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 32.","Frontera Sur","XI","Platanar","0.189847","439.95","736.977","739.988"
"3174",2013,3032,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a las cuencas 33 y 36.","Frontera Sur","XI","Mezcalapa","42.9737","662.33","16242.7","824.234"
"3175",2013,3033,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villa hermosa; y aporta su caudal a la cuenca 34.","Frontera Sur","XI","El Carrizal","5.73188","1159.59","9162.61","1045.52"
"3176",2013,3034,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","Tabasquillo","0.226643","232.09","9521.58","359.385"
"3177",2013,3035,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 36.","Frontera Sur","XI","Cunduacán","2.51054","378.26","267.928","269.857"
"3178",2013,3036,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal al mar.","Frontera Sur","XI","Samaría","7.03903","687.25","8883.15","487.267"
"3179",2013,3037,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal al mar.","Frontera Sur","XI","Caxcuchapa","2.84357","562.1","397.131","399.063"
"3180",2013,3038,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 44.","Frontera Sur","XI","Basca","1.04409","416.02","307.71","309.35"
"3181",2013,3039,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 44.","Frontera Sur","XI","Yashijá","1.13451","559.78","252.892","254.264"
"3182",2013,304,7,"B.C. Suroeste","Desde el nacimiento del arroyo Bramonas hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Bramonas","0.144484","6896.3","71.5294","79.6377"
"3183",2013,3040,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 44.","Frontera Sur","XI","Shumulá","6.37065","991.98","699.079","703.835"
"3184",2013,3041,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 45.","Frontera Sur","XI","Puxcatán","2.74238","682.3","480.649","485.025"
"3185",2013,3042,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 46.","Frontera Sur","XI","Chacté","8.17244","1489.27","793.782","799.687"
"3186",2013,3043,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 46.","Frontera Sur","XI","De los Plátanos","0.189847","635.54","273.354","274.833"
"3187",2013,3044,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 47.","Frontera Sur","XI","Tulijá","4.42012","1695.85","2997.56","1742.77"
"3188",2013,3045,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villa hermosa; y aporta su caudal a la cuenca 47.","Frontera Sur","XI","Macuxpana","5.1825","1164.98","1491.57","1015.63"
"3189",2013,3046,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 48.","Frontera Sur","XI","Almendro","5.96366","1043.27","1821.45","753.883"
"3190",2013,3047,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","Chilapa","12.8734","2240.77","7368.02","2881.19"
"3191",2013,3048,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","Tacotalpa","1.50687","504.02","2317.43","496.585"
"3192",2013,3049,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","Chilapilla","1.0161","673.07","767.199","768.956"
"3193",2013,305,7,"B.C. Suroeste","Desde el nacimiento del arroyo Cañada Uña de Gato hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Santa Rita","0.43268","2322.4","24.8704","28.1145"
"3194",2013,3050,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","De La Sierra","16.5415","1073.91","1253.46","1266.77"
"3195",2013,3051,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","Pichucalco","2.81737","1238.71","1722.11","1725.53"
"3196",2013,3052,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal a la cuenca 74.","Frontera Sur","XI","Viejo Mezcalapa","1.77901","640.25","474.134","476.22"
"3197",2013,3053,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 58.","Frontera Sur","XI","Azul","4.12174","1383.67","530.003","533.374"
"3198",2013,3054,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 58.","Frontera Sur","XI","Tzanconeja","5.50931","2436.84","1022.32","1028.7"
"3199",2013,3055,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 58.","Frontera Sur","XI","Perlas","0.186793","748.53","390.445","392.071"
"3200",2013,3056,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; (cuenca cerrada).","Frontera Sur","XI","Comitán","3.4747","781.45","321.31","323.337"
"3201",2013,3057,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; (cuenca cerrada).","Frontera Sur","XI","Margaritas","4.24018","634.84","278.886","282.347"
"3202",2013,3058,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Jatate","1.70909","1577.35","2796.07","855.698"
"3203",2013,3059,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Ixcán","0","17.26","3980.5","21.0975"
"3204",2013,306,7,"B.C. Suroeste","Desde el nacimiento del arroyo Las Pocitas hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Las Pocitas-San Hilario","0.326","2410.3","28.8848","32.4561"
"3205",2013,3060,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Chajul","0","17.7","1947.68","33.3631"
"3206",2013,3061,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Lacanjá","0.977423","2018.42","969.18","972.726"
"3207",2013,3062,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","San Pedro","0.0196325","1469.88","824.336","827.19"
"3208",2013,3063,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Laguna Miramar","0.327717","384.36","304.301","305.538"
"3209",2013,3064,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Euseba","0.114717","445.5","318.084","319.206"
"3210",2013,3065,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Caliente","0.254061","261.7","238.497","239.372"
"3211",2013,3066,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Seco","1.25903","424.08","427.334","429.063"
"3212",2013,3067,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 68.","Frontera Sur","XI","Santo Domingo","1.18779","600.99","380.412","382.004"
"3213",2013,3068,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Lacantún; y aporta su caudal a la cuenca 73.","Frontera Sur","XI","Lacantún","2.2234","2608.32","15153.4","2264.87"
"3214",2013,3069,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Usumacinta; y aporta su caudal a la cuenca 73.","Frontera Sur","XI","San Pedro","0.645271","2435.73","3138.96","1182.02"
"3215",2013,307,7,"B.C. Suroeste","Desde el nacimiento del arroyo Guadalupe de la Herradura hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Conejos-Los Viejos","0.022275","1813.6","13.7929","15.35"
"3216",2013,3070,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Chixoy; y aporta su caudal a la cuenca 73.","Frontera Sur","XI","Chixoy","2.20591","1124.1","29102.2","756.184"
"3217",2013,3071,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Usumacinta; y aporta su caudal a la cuenca 73.","Frontera Sur","XI","Chocaljah","1.43273","970.72","529.662","531.707"
"3218",2013,3072,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Usumacinta; y aporta su caudal a la cuenca 73.","Frontera Sur","XI","Chacamax","2.38534","1184.83","697.001","701.093"
"3219",2013,3073,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Usumacinta; y aporta su caudal a las cuencas 74, 75 y 76.","Frontera Sur","XI","Usumacinta","108.355","7045.21","56601.7","4774.12"
"3220",2013,3074,19,"Grijalva-Usumacinta","Pertenece a la cuenca Grijalva -Villahermosa; y aporta su caudal al mar.","Frontera Sur","XI","Grijalva","57.9688","1833.62","44462.4","2157.91"
"3221",2013,3075,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Usumacinta; y aporta su caudal a la cuenca 77.","Frontera Sur","XI","Palizada","0.645271","1272.68","19716.5","879.473"
"3222",2013,3076,19,"Grijalva-Usumacinta","Pertenece a la cuenca Río Usumacinta; y aporta su caudal al mar.","Frontera Sur","XI","San Pedro y San Pablo","0.217966","783.81","20126.1","1232.58"
"3223",2013,3077,19,"Grijalva-Usumacinta","Pertenece a la cuenca Laguna de Términos; y aporta su caudal al mar.","Frontera Sur","XI","Laguna del Este","58.0062","1099.31","20387.3","666.83"
"3224",2013,3078,19,"Grijalva-Usumacinta","Pertenece a la cuenca Laguna de Términos; y aporta su caudal al mar.","Frontera Sur","XI","Laguna de Términos","0.521396","4100.96","1960.33","1960.82"
"3225",2013,3079,19,"Grijalva-Usumacinta","Pertenece a la cuenca Laguna de Términos; y aporta su caudal al mar.","Frontera Sur","XI","Mamatel","1.628","1212.47","733.199","734.702"
"3226",2013,308,7,"B.C. Suroeste","Desde el nacimiento del arroyo Los Altares hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Melitón Albañez","0","1379.1","13.7564","15.2849"
"3227",2013,3080,19,"Grijalva-Usumacinta","Pertenece a la cuenca Laguna de Términos; y aporta su caudal al mar.","Frontera Sur","XI","Cumpan","3.21155","1760.6","790.629","793.523"
"3228",2013,3081,19,"Grijalva-Usumacinta","Pertenece a la cuenca Laguna de Términos; y aporta su caudal al mar.","Frontera Sur","XI","Laguna del Pom y Atasta","0.0990535","1310.97","1302.22","1302.31"
"3229",2013,3082,19,"Grijalva-Usumacinta","Desde su origen en territorio mexicano hasta la estación hidrométrica Candelaria.","Península de Yucatán","XII","Alto Río Candelaria","2.05959","9470","1598.03","1346.4"
"3230",2013,3083,19,"Grijalva-Usumacinta","Desde la estación hidrométrica Candelaria hasta su desembocadura a la Laguna de Términos.","Península de Yucatán","XII","Bajo Río Candelaria","7.99298","1645.3","1850.59","253.65"
"3231",2013,309,7,"B.C. Suroeste","Desde el nacimiento del arroyo Grande hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","La Matanza","0.769542","445.2","8.01138","9.75658"
"3232",2013,310,7,"B.C. Suroeste","Desde el nacimiento del arroyo Cañada Honda hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Cañada Honda","0","35.5","0.432852","0.480947"
"3233",2013,3101,37,"Yucatán Oeste","Desde su nacimiento hasta la estación hidrométrica Canasayab.","Península de Yucatán","XII","Río Champotón 1","0.0410007","258.7","591.901","592"
"3234",2013,3102,37,"Yucatán Oeste","Desde la estación hidrométrica Canasayab hasta su desembocadura al Golfo de México.","Península de Yucatán","XII","Río Champotón 2","0.0700006","390.5","706.65","114.76"
"3235",2013,311,7,"B.C. Suroeste","Desde el nacimiento del arroyo El Salado hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Todos Santos","4.908","164.7","0","2.881"
"3236",2013,312,7,"B.C. Suroeste","Desde el nacimiento del arroyo Las Piedritas hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Pescaderos","0.496725","377.4","7.7489","9.16181"
"3237",2013,313,7,"B.C. Suroeste","Desde el nacimiento del arroyo San Jacinto hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Plutarco E. Calles","1.8513","486.5","10.4174","13.6319"
"3238",2013,314,7,"B.C. Suroeste","Desde el nacimiento del arroyo Migriño hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","Migriño","0.0692","302.3","6.45524","7.24938"
"3239",2013,315,7,"B.C. Suroeste","Desde el nacimiento del arroyo El Carrizal hasta su desembocadura al Océano Pacífico.","Península de Baja California","I","El Carrizal","0.143394","437.5","9.43718","10.6451"
"3240",2013,3301,35,"Yucatán Este","Desde su nacimiento hasta su desembocadura al Río Hondo.","Península de Yucatán","XII","Río Escondido","0.0389998","4592.8","576.1","576.14"
"3241",2013,3401,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Río San Miguel  hasta la estación hidrométrica Casas Grandes.","Río Bravo","VI","Río Casas Grandes 1","9.34399","5305.7","72.0552","85.7973"
"3242",2013,3402,17,"Cuencas Cerradas del Norte","Desde la estación hidrométrica Casas Grandes, hasta la descarga del Río Casas Grandes a la Laguna de Guzmán.","Río Bravo","VI","Río Casas Grandes 2","12.8144","13587.2","209.941","146.302"
"3243",2013,3403,17,"Cuencas Cerradas del Norte","Desde el nacimiento de varias corrientes, hasta su descarga en la Laguna Palomas.","Río Bravo","VI","Hacienda San Francisco-Juguete-Madero-Palomas","0.0084775","5200.6","60.787","60.7954"
"3244",2013,3404,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo Las Varas y otras pequeñas corrientes, hasta su descarga en la Laguna de Babicora.","Río Bravo","VI","Laguna de Babicora","0.300538","1862.6","44.273","44.5735"
"3245",2013,3405,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Río Santa María hasta donde se localiza la presa El Tintero.","Río Bravo","VI","Río Santa María 1","16.4239","3871.5","11.7602","68.4496"
"3246",2013,3406,17,"Cuencas Cerradas del Norte","Desde la presa El Tintero hasta la  descarga del Río Santa María a la Laguna del mismo nombre.","Río Bravo","VI","Río Santa María 2","78.2656","5484.5","30.7848","67.3918"
"3247",2013,3407,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes hasta su descarga en la Laguna El Sabinal.","Río Bravo","VI","Laguna El Sabinal","16.8819","1993.1","6.93169","23.8136"
"3248",2013,3408,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo El Queso  y otras pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Desierto de Samalayuca","0.004015","7894.5","115.353","115.357"
"3249",2013,3409,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes hasta su descarga en la Laguna La Vieja.","Río Bravo","VI","Laguna La Vieja","0.337388","1726.5","28.4272","28.7646"
"3250",2013,3410,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Río Santa Clara hasta la presa Las Lajas.","Río Bravo","VI","Río del Carmen 1","0.861133","4525.7","44.9058","74.7406"
"3251",2013,3411,17,"Cuencas Cerradas del Norte","Desde la presa Las Lajas  hasta la descarga del Río del Carmen a la Laguna de Patos.","Río Bravo","VI","Río del Carmen 2","57.1329","8794.3","117.085","107.4"
"3252",2013,3412,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Rancho El Cuarenta","0","987.5","10.6126","10.6126"
"3253",2013,3413,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que descargan a la Laguna de Patos.","Río Bravo","VI","Arroyo Roma","0","1778.6","23.2174","23.2174"
"3254",2013,3414,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Félix U. Gómez","0","2889.3","30.5793","30.5793"
"3255",2013,3415,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo El Carrizo y otras corrientes que descargan en la Laguna El Cuervo.","Río Bravo","VI","Arroyo El Carrizo","0.284","3716","42.0006","42.2846"
"3256",2013,3416,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo El Burro y otras pequeñas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Arroyo El Burro","0.3","4190.8","50.7092","51.0092"
"3257",2013,3417,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que descargan a la Laguna de Tarabillas.","Río Bravo","VI","Laguna de Tarabillas","0.00118625","1838.7","26.7242","26.7254"
"3258",2013,3418,17,"Cuencas Cerradas del Norte","Desde el nacimiento de diversas corrientes que se infiltran dentro de la misma cuenca hidrológica.","Río Bravo","VI","Laguna El Cuervo","0.13276","6538.8","98.403","98.5357"
"3259",2013,3419,17,"Cuencas Cerradas del Norte","Desde el nacimiento de los arroyos El Alamo y Santa Clara hasta su descarga en la Laguna de Encinillas.","Río Bravo","VI","Laguna de Encinillas","0.341332","2930.7","50.2172","50.5586"
"3260",2013,3420,17,"Cuencas Cerradas del Norte","Desde el nacimiento de pequeñas corrientes que descargan a la Laguna del Diablo.","Río Bravo","VI","Rancho Hormigas-El Diablo","0","195.5","3.87322","3.87322"
"3261",2013,3421,17,"Cuencas Cerradas del Norte","Desde el nacimiento de los arroyos Santa Elena, Ojo Caliente y otras  pequeñas corrientes que descargan a la Laguna de Bustillos.","Río Bravo","VI","Laguna de Bustillos","6.37152","3190.9","67.6047","73.9762"
"3262",2013,3422,17,"Cuencas Cerradas del Norte","Desde el nacimiento del Arroyo Los Alamos y otras corrientes  que descargan a la Laguna Los Mexicanos.","Río Bravo","VI","Laguna Los Mexicanos","1.92907","813.9","23.8982","25.8273"
"3263",2013,3501,21,"Mapimí","Valle Hundido","Cuencas Centrales del Norte","VII","Valle Hundido","0.001","7736.4","2.5338","8.447"
"3264",2013,3502,21,"Mapimí","Laguna del Rey","Cuencas Centrales del Norte","VII","Laguna del Rey","0.061","15784.8","46.1943","154.042"
"3265",2013,3503,21,"Mapimí","Laguna del Guaje - Lipanés","Cuencas Centrales del Norte","VII","Laguna del Guaje-Lipanés","0.036","28.56","28.5555","95.221"
"3266",2013,3504,21,"Mapimí","Polvorillos - Arroyo El Marquez","Cuencas Centrales del Norte","VII","Polvorillos- Arroyo El Marquez","0.485","12325.7","37.5402","125.619"
"3267",2013,3505,21,"Mapimí","El Llano - Laguna del Milagro","Cuencas Centrales del Norte","VII","El Llano-Laguna del Milagro","0.013","10362.4","26.7258","89.099"
"3268",2013,3506,21,"Mapimí","Arroyo La India - Laguna Palomas","Cuencas Centrales del Norte","VII","Arroyo La India-Laguna Palomas","28.732","11142.9","20.1675","95.957"
"3269",2013,3601,22,"Nazas-Aguanaval","Desde el nacimiento del Río Sextín hasta la EH Sardinas.","Cuencas Centrales del Norte","VII","Río Sextín","5.108","4906.8","93.1354","523.562"
"3270",2013,3602,22,"Nazas-Aguanaval","Desde el nacimiento del Río Santiago y Tepehuanes hasta la EH J. Salomé Acosta.","Cuencas Centrales del Norte","VII","Río Ramos","13.2824","6769.9","199.824","591.895"
"3271",2013,3603,22,"Nazas-Aguanaval","Desde las EH J. Salomé Acosta y Sardinas hasta la presa Lázaro Cárdenas","Cuencas Centrales del Norte","VII","Presa Lázaro Cárdenas","5.98685","6489.8","364.481","267.965"
"3272",2013,3604,22,"Nazas-Aguanaval","Desde la presa Lázaro Cárdenas hasta la EH Agustín Melgar.","Cuencas Centrales del Norte","VII","Agustín Melgar","88.4454","11570","439.955","242.362"
"3273",2013,3605,22,"Nazas-Aguanaval","Desde la EH Agustín Melgar hasta la presa Francisco Zarco.","Cuencas Centrales del Norte","VII","Presa Francisco Zarco","0.644271","3450.6","466.737","80.5416"
